ticket_id,customer_id,ticket_date,issue_category,support_channel,priority,resolution_hours,resolved_flag,satisfaction_score,repeat_contact_flag
TKT00006965,CUST010932,2025-06-24,Refund Request,Chat,Medium,17.51,Yes,3,No
TKT00011639,CUST048738,2026-03-25,Account Access,Chat,High,15.64,Yes,4,No
TKT00013213,CUST041824,2025-11-17,Payment Failure,Email,High,9.39,Yes,3,No
TKT00034642,CUST023350,2026-04-12,Cancellation Request,Phone,High,9.66,Yes,3,No
TKT00015235,CUST042198,2026-02-14,Payment Failure,Email,Medium,7.44,Yes,5,No
TKT00019465,CUST048415,2026-01-30,Delivery Problem,Chat,Low,5.59,Yes,4,No
TKT00020347,CUST027988,2025-09-07,Payment Failure,Chat,High,4.37,Yes,4,No
TKT00007451,CUST033867,2026-06-21,Membership Billing,Email,Medium,16.15,Yes,3,No
TKT00005953,CUST025599,2026-03-25,Prime Video Issue,Chat,Medium,9.0,Yes,3,No
TKT00016309,CUST038531,2025-08-10,Account Access,Phone,Medium,,No,,Yes
TKT00017818,CUST020296,2026-01-21,Delivery Problem,Email,High,15.87,Yes,3,No
TKT00027018,CUST044983,2024-12-01,Prime Video Issue,Email,Medium,2.73,Yes,3,No
TKT00005515,CUST049830,2026-05-10,Delivery Problem,Help Center,Medium,9.02,Yes,3,No
TKT00030618,CUST049673,2025-06-12,Refund Request,Chat,High,6.59,Yes,4,No
TKT00008897,CUST015538,2025-07-01,Payment Failure,Email,High,3.07,Yes,4,Yes
TKT00031462,CUST045519,2025-12-04,Refund Request,Phone,Low,21.54,Yes,4,No
TKT00006275,CUST038157,2024-11-27,Delivery Problem,Chat,Medium,5.15,Yes,2,No
TKT00013884,CUST019835,2026-02-28,Payment Failure,Social Media,Medium,4.42,Yes,4,No
TKT00022001,CUST042083,2026-04-01,Cancellation Request,Chat,High,41.48,Yes,4,No
TKT00014250,CUST014948,2026-05-26,Refund Request,Chat,Medium,12.09,Yes,5,No
TKT00002717,CUST026039,2026-04-30,Membership Billing,Chat,Low,31.4,Yes,4,No
TKT00028801,CUST006032,2026-03-05,Delivery Problem,Chat,Medium,2.54,Yes,5,No
TKT00014076,CUST046736,2024-12-17,Account Access,Chat,Low,50.74,Yes,4,No
TKT00034899,CUST027627,2026-02-22,Membership Billing,Chat,Medium,3.52,Yes,4,No
TKT00002427,CUST031619,2025-03-18,General Question,Email,High,3.31,Yes,4,No
TKT00000974,CUST031440,2025-08-22,Membership Billing,Phone,Low,14.49,Yes,4,No
TKT00002476,CUST018320,2026-06-21,Account Login,Help Center,High,,No,,Yes
TKT00034179,CUST039550,2025-04-22,Membership Billing,Chat,Medium,22.13,Yes,4,No
TKT00002734,CUST040948,2026-01-14,Delivery Problem,Chat,Medium,15.75,Yes,3,No
TKT00012879,CUST016481,2025-01-22,Delivery Problem,Social Media,Medium,12.42,Yes,3,No
TKT00024516,CUST043832,2025-11-23,Membership Billing,Email,Medium,7.28,Yes,4,No
TKT00016304,CUST031838,2025-12-10,Cancellation Request,Email,Medium,5.06,Yes,4,No
TKT00029010,CUST045555,2025-06-11,Account Access,Help Center,High,2.95,Yes,4,No
TKT00015280,CUST033607,2025-12-04,Account Access,Email,Low,8.34,Yes,3,No
TKT00027832,CUST027270,2026-03-31,General Question,Help Center,High,5.34,Yes,3,No
TKT00027992,CUST011511,2026-03-25,General Question,Chat,High,10.56,Yes,4,No
TKT00017315,CUST049385,2026-04-08,Payment Failure,Email,High,19.16,Yes,5,No
TKT00013147,CUST032914,2025-12-12,Prime Video Issue,Email,Medium,8.83,Yes,4,No
TKT00010868,CUST024093,2026-06-05,Refund Request,Email,Low,17.76,Yes,3,Yes
TKT00023138,CUST033029,2025-09-10,Prime Video Issue,Chat,Low,5.82,Yes,4,No
TKT00001628,CUST012177,2025-10-17,Prime Video Issue,,Medium,31.06,Yes,2,Yes
TKT00007385,CUST030216,2025-07-03,General Question,Help Center,Medium,18.01,Yes,2,No
TKT00028315,CUST001542,2025-12-09,General Question,Chat,Medium,4.2,Yes,3,No
TKT00001122,CUST013127,2025-09-14,Payment Failure,Social Media,Medium,1.3,Yes,5,No
TKT00012886,CUST008554,2025-11-07,Membership Billing,Chat,High,4.65,Yes,5,No
TKT00025550,CUST040179,2026-04-01,Refund Request,Email,Low,12.07,Yes,3,No
TKT00006725,CUST015574,2026-04-18,Account Access,Phone,Medium,4.22,Yes,5,No
TKT00031691,CUST007631,2025-10-18,Account Access,Chat,Medium,12.34,Yes,3,No
TKT00009836,CUST003457,2026-06-21,Delivery Problem,Chat,High,15.39,Yes,4,Yes
TKT00007241,CUST014648,2025-12-17,Prime Video Issue,Phone,Low,7.9,Yes,3,No
TKT00026808,CUST007784,2024-12-22,Payment Failure,Chat,Medium,4.43,Yes,4,No
TKT00023528,CUST027789,2025-11-30,Delivery Problem,Phone,Medium,2.1,Yes,4,No
TKT00012285,CUST036908,2026-05-27,Delivery Problem,Phone,Low,7.62,Yes,3,No
TKT00015951,CUST011436,2026-06-23,General Question,Help Center,Medium,10.1,Yes,4,No
TKT00019047,CUST036015,2025-10-01,Delivery Problem,Email,Medium,10.8,Yes,3,No
TKT00031765,CUST015302,2025-07-19,Prime Video Issue,Chat,Medium,11.39,Yes,4,No
TKT00034760,CUST032839,2025-04-19,Membership Billing,Chat,Low,14.78,Yes,3,Yes
TKT00017848,CUST043356,2025-09-14,Account Access,Phone,Low,14.6,Yes,3,No
TKT00000697,CUST048926,2025-12-19,General Question,Phone,Medium,5.46,Yes,4,Yes
TKT00033744,CUST037937,2025-12-04,Prime Video Issue,Email,Medium,9.56,Yes,5,No
TKT00002801,CUST026266,2025-05-27,Cancellation Request,Social Media,High,11.02,Yes,5,No
TKT00028686,CUST022692,2026-01-05,Refund Request,Chat,Medium,30.32,Yes,3,Yes
TKT00006623,CUST024972,2025-05-02,Refund Request,Email,High,6.67,Yes,3,No
TKT00033541,CUST046686,2025-11-11,Delivery Problem,Chat,Medium,6.76,Yes,2,No
TKT00033691,CUST030641,2026-04-06,Refund Request,Help Center,Medium,9.88,Yes,4,No
TKT00016177,CUST046059,2026-02-18,Membership Billing,Chat,Low,3.53,Yes,4,No
TKT00018568,CUST046816,2025-07-31,Payment Failure,Phone,Low,29.63,Yes,4,Yes
TKT00026572,CUST004948,2025-08-04,Account Access,Chat,Low,15.61,Yes,3,Yes
TKT00020480,CUST011173,2026-02-05,Delivery Problem,Chat,Low,3.86,Yes,4,No
TKT00028020,CUST018018,2025-06-08,Prime Video Issue,Email,Low,6.12,Yes,5,No
TKT00018722,CUST005852,2026-01-02,Account Access,Phone,High,5.32,Yes,3,No
TKT00018254,CUST019413,2026-05-31,Delivery Problem,Help Center,Medium,13.22,Yes,3,No
TKT00006742,CUST014693,2025-12-29,Membership Billing,Chat,Medium,2.4,Yes,3,No
TKT00001320,CUST048088,2025-06-18,Cancellation Request,Help Center,High,10.23,Yes,4,No
TKT00028333,CUST039706,2026-06-21,Membership Billing,Phone,High,3.38,Yes,3,No
TKT00022441,CUST018862,2026-05-07,Account Access,Chat,High,6.24,Yes,3,No
TKT00024740,CUST003917,2026-06-17,Membership Billing,Chat,Low,48.01,Yes,3,No
TKT00002912,CUST029605,2026-03-04,Prime Video Issue,Phone,Medium,31.3,Yes,4,Yes
TKT00022889,CUST018275,2026-05-11,Delivery Problem,Help Center,High,3.43,Yes,5,No
TKT00007166,CUST005307,2026-05-20,Delivery Problem,Email,High,8.97,Yes,4,No
TKT00008572,CUST026242,2026-03-06,Prime Video Issue,Help Center,Low,8.03,Yes,3,No
TKT00001403,CUST035401,2026-06-22,Delivery Problem,Chat,Low,16.34,Yes,2,No
TKT00020834,CUST039497,2025-05-28,Prime Video Issue,Chat,Low,53.0,Yes,2,No
TKT00024502,CUST032313,2026-05-06,General Question,Chat,High,22.95,Yes,4,No
TKT00034681,CUST049494,2026-05-03,Membership Billing,Chat,Low,2.83,Yes,5,No
TKT00009937,CUST031046,2024-11-17,General Question,Email,Low,30.48,Yes,1,No
TKT00010436,CUST049286,2026-01-09,Cancellation Request,Chat,Medium,5.62,Yes,4,No
TKT00011313,CUST012314,2025-09-12,Membership Billing,Phone,Low,10.97,Yes,2,No
TKT00007687,CUST030496,2026-06-25,Delivery Problem,Chat,Medium,3.85,Yes,4,No
TKT00013438,CUST035669,2025-12-30,General Question,Chat,Medium,3.07,Yes,5,No
TKT00002894,CUST031960,2026-04-07,Payment Failure,Chat,Critical,4.22,Yes,5,No
TKT00003798,CUST035673,2026-01-23,Cancellation Request,Chat,Critical,1.35,Yes,4,No
TKT00002143,CUST046553,2026-06-15,Membership Billing,Chat,High,4.62,Yes,4,No
TKT00006665,CUST025030,2025-09-17,Prime Video Issue,Email,Low,48.32,Yes,4,No
TKT00027182,CUST012711,2026-01-14,General Question,Email,Low,16.99,Yes,3,No
TKT00034714,CUST003749,2025-05-24,Payment Failure,Help Center,Medium,6.22,Yes,4,No
TKT00025517,CUST032835,2026-06-18,Delivery Problem,Chat,High,3.84,Yes,3,Yes
TKT00028797,CUST018071,2026-01-31,Prime Video Issue,Email,Medium,21.49,Yes,3,No
TKT00033552,CUST041684,2025-10-23,General Question,Phone,Low,,No,,No
TKT00017431,CUST046092,2026-04-04,Payment Failure,Chat,Low,10.33,Yes,5,No
TKT00029255,CUST045724,2026-06-01,Delivery Problem,Phone,High,2.02,Yes,4,No
TKT00012778,CUST035038,2025-05-14,General Question,Email,Medium,6.96,Yes,4,No
TKT00014890,CUST025738,2025-06-08,Refund Request,Help Center,Low,10.39,Yes,4,No
TKT00001425,CUST028717,2026-04-26,Membership Billing,phone ,Low,14.27,Yes,3,No
TKT00018985,CUST017708,2025-06-29,Membership Billing,Chat,Medium,8.56,Yes,3,No
TKT00019185,CUST041204,2026-03-29,Delivery Problem,Chat,Medium,14.94,Yes,3,Yes
TKT00021328,CUST012463,2026-02-11,General Question,Social Media,Low,4.12,Yes,4,No
TKT00005474,CUST046199,2025-08-23,General Question,Chat,High,21.37,Yes,5,No
TKT00019815,CUST024929,2025-08-25,Cancellation Request,Email,High,5.93,Yes,3,No
TKT00034353,CUST002295,2025-11-15,Refund Request,Chat,Medium,11.37,Yes,3,No
TKT00016240,CUST039716,2026-04-27,Membership Billing,Phone,Medium,5.92,Yes,3,Yes
TKT00019253,CUST031607,2026-01-24,Prime Video Issue,Help Center,Medium,8.32,Yes,4,No
TKT00026400,CUST008345,2025-10-20,Prime Video Issue,Chat,Medium,4.57,Yes,4,No
TKT00007256,CUST046318,2025-06-01,Payment Failure,Chat,Medium,2.46,Yes,5,No
TKT00031504,CUST041033,2025-09-22,Refund Request,Help Center,Medium,6.38,Yes,4,No
TKT00006521,CUST007661,2026-04-08,Account Access,Phone,High,9.15,Yes,5,No
TKT00003657,CUST015017,2025-06-04,General Question,Chat,High,15.48,Yes,3,No
TKT00028526,CUST014620,2025-03-19,Membership Billing,Help Center,Medium,9.73,Yes,3,Yes
TKT00014997,CUST031978,2025-10-04,Delivery Problem,Social Media,Medium,,No,,No
TKT00000199,CUST014529,2025-09-10,General Question,Chat,High,4.82,Yes,3,No
TKT00004780,CUST043734,2026-06-23,Delivery Problem,Chat,High,3.53,Yes,3,No
TKT00002260,CUST022586,2025-04-19,General Question,Email,Medium,12.68,Yes,3,No
TKT00009758,CUST047706,2025-11-25,General Question,Email,High,9.56,Yes,4,No
TKT00034186,CUST037798,2026-02-10,Refund Request,Email,Medium,,No,,No
TKT00022964,CUST041954,2024-11-18,General Question,Email,High,4.41,Yes,4,No
TKT00018212,CUST046572,2026-03-21,Cancellation Request,Chat,High,2.61,Yes,4,No
TKT00010594,CUST045098,2026-03-28,Prime Video Issue,Phone,Medium,11.68,Yes,3,No
TKT00029600,CUST007525,2026-05-14,Delivery Problem,Help Center,Medium,20.17,Yes,4,Yes
TKT00002462,CUST001679,2026-05-04,Membership Billing,Chat,Medium,8.3,Yes,3,No
TKT00007613,CUST046564,2026-02-28,Cancellation Request,Phone,Low,35.04,Yes,2,No
TKT00020455,CUST013382,2025-09-05,Cancellation Request,Chat,Critical,,No,,Yes
TKT00034204,CUST042910,2026-04-14,Delivery Problem,Chat,Low,10.22,Yes,4,No
TKT00004583,CUST041915,2025-08-12,Prime Video Issue,Email,Medium,8.06,Yes,3,No
TKT00032058,CUST008608,2025-08-21,Prime Video Issue,Phone,High,10.77,Yes,3,No
TKT00014993,CUST045597,2025-01-07,Membership Billing,Help Center,Medium,11.71,Yes,2,No
TKT00034701,CUST008957,2026-03-18,Cancellation Request,Social Media,Low,11.79,Yes,4,No
TKT00032160,CUST010467,2025-07-29,Account Access,Email,Medium,30.93,Yes,3,No
TKT00014266,CUST002419,2025-07-23,Prime Video Issue,Phone,High,11.47,Yes,3,No
TKT00002612,CUST017746,2026-04-20,Membership Billing,Help Center,High,11.81,Yes,4,No
TKT00000574,CUST030341,2026-02-05,Membership Billing,Chat,Medium,,No,,Yes
TKT00023427,CUST013174,2025-09-09,Refund Request,Email,High,4.85,Yes,2,No
TKT00026912,CUST030702,2025-08-22,Payment Failure,Phone,Low,15.47,Yes,3,No
TKT00005857,CUST011285,2026-02-03,Delivery Problem,Chat,Medium,1.7,Yes,3,No
TKT00011179,CUST026057,2025-07-04,Refund Request,Chat,High,11.31,Yes,2,No
TKT00008009,CUST004771,2025-05-24,General Question,Phone,High,6.46,Yes,4,No
TKT00034983,CUST005571,2025-07-29,Membership Billing,Phone,Medium,1.56,Yes,4,No
TKT00025144,CUST031096,2026-05-21,Delivery Problem,Phone,Medium,4.27,Yes,4,No
TKT00025961,CUST000740,2026-03-25,General Question,Help Center,Medium,6.74,Yes,5,No
TKT00010890,CUST000654,2025-12-05,Cancellation Request,Phone,High,4.36,Yes,3,No
TKT00001079,CUST044224,2026-04-23,General Question,Help Center,Medium,3.01,Yes,4,No
TKT00021014,CUST014268,2026-01-13,Delivery Problem,Chat,Low,9.75,Yes,4,No
TKT00012498,CUST001436,2026-05-29,Prime Video Issue,Email,Low,12.69,Yes,3,No
TKT00025957,CUST000112,2026-03-05,Prime Video Issue,Email,Medium,5.47,Yes,4,No
TKT00011496,CUST006617,2026-06-18,Refund Request,Chat,High,5.92,Yes,4,No
TKT00018852,CUST031748,2026-03-28,Membership Billing,Help Center,High,,No,,Yes
TKT00030746,CUST011532,2025-09-02,Payment Failure,Phone,Medium,4.34,Yes,4,No
TKT00023871,CUST026070,2024-09-07,Delivery Problem,Phone,High,8.61,Yes,4,No
TKT00012531,CUST007759,2025-12-05,Cancellation Request,Chat,Low,24.12,Yes,3,No
TKT00000984,CUST011869,2025-07-15,Refund Request,Chat,Medium,2.28,Yes,3,Yes
TKT00031493,CUST008854,2024-12-31,Delivery Problem,Social Media,Medium,2.05,Yes,4,No
TKT00026768,CUST019427,2025-08-01,General Question,Phone,High,5.52,Yes,4,No
TKT00016685,CUST024588,2025-10-29,Refund Request,Chat,Low,10.1,Yes,3,No
TKT00003849,CUST027122,2026-06-27,Delivery Problem,Chat,Medium,3.04,Yes,5,No
TKT00023803,CUST003263,2026-04-13,Prime Video Issue,Chat,Medium,8.04,Yes,4,No
TKT00004763,CUST024924,2026-04-03,Cancellation Request,Email,Medium,7.12,Yes,3,No
TKT00003038,CUST010789,2026-05-25,Prime Video Issue,Help Center,High,38.52,Yes,3,No
TKT00023600,CUST007608,2025-10-29,Refund Request,Phone,High,3.44,Yes,4,No
TKT00033095,CUST023913,2025-11-07,Membership Billing,Phone,High,13.26,Yes,3,No
TKT00021697,CUST019302,2025-07-26,Delivery Problem,Help Center,Medium,3.23,Yes,4,No
TKT00015473,CUST041087,2025-09-18,Membership Billing,Chat,High,1.28,Yes,4,No
TKT00012222,CUST009598,2025-10-05,Payment Failure,Help Center,Low,28.36,Yes,3,No
TKT00000877,CUST042936,2026-05-25,Refund Request,Help Center,Low,13.48,Yes,3,No
TKT00006854,CUST008763,2026-01-05,Prime Video Issue,Email,Medium,,No,,No
TKT00016005,CUST034446,2026-01-14,Membership Billing,Chat,Medium,26.06,Yes,3,No
TKT00017031,CUST038422,2026-06-19,Cancellation Request,Chat,High,27.0,Yes,3,No
TKT00016929,CUST039517,2025-04-28,Cancellation Request,Phone,High,2.77,Yes,3,No
TKT00013297,CUST016334,2025-10-18,General Question,Chat,Medium,15.69,Yes,3,No
TKT00022085,CUST010405,2025-11-18,Membership Billing,Email,Medium,7.32,Yes,5,No
TKT00006436,CUST049711,2025-09-28,Membership Billing,Social Media,Medium,11.22,Yes,4,No
TKT00007669,CUST025177,2025-04-14,Delivery Problem,Phone,Medium,,No,,No
TKT00014572,CUST031049,2025-10-13,Refund Request,Phone,Medium,4.42,Yes,4,No
TKT00032433,CUST048910,2026-06-05,Delivery Problem,Email,Low,4.15,Yes,4,No
TKT00023585,CUST015781,2026-01-04,Delivery Problem,Help Center,Medium,41.27,Yes,5,Yes
TKT00007900,CUST007763,2025-02-21,Payment Failure,Chat,Medium,3.93,Yes,3,No
TKT00019497,CUST042272,2026-03-03,Membership Billing,Help Center,High,5.58,Yes,4,No
TKT00007615,CUST018815,2026-04-28,Cancellation Request,Help Center,Low,25.22,Yes,5,No
TKT00028617,CUST030077,2025-12-15,Membership Billing,Phone,Medium,6.28,Yes,5,No
TKT00008930,CUST038628,2025-04-30,Prime Video Issue,Email,Low,4.85,Yes,3,No
TKT00011301,CUST017757,2025-07-29,Delivery Problem,Social Media,Medium,7.39,Yes,4,Yes
TKT00032553,CUST011216,2025-10-20,Cancellation Request,Help Center,High,9.12,Yes,3,No
TKT00001749,CUST010663,2026-06-18,Prime Video Issue,Chat,Low,23.88,Yes,4,No
TKT00005383,CUST044494,2026-04-07,Prime Video Issue,Chat,High,6.68,Yes,3,No
TKT00003432,CUST049774,2026-02-05,Refund Request,Phone,Low,20.8,Yes,4,No
TKT00005946,CUST049151,2026-04-25,Cancellation Request,Chat,High,10.5,Yes,3,No
TKT00024375,CUST035591,2026-04-16,Account Access,Phone,Critical,7.32,Yes,3,Yes
TKT00018322,CUST027471,2025-12-11,Prime Video Issue,Email,Medium,3.92,Yes,3,No
TKT00024166,CUST017482,2025-09-18,Payment Failure,Chat,High,,No,,No
TKT00006282,CUST039122,2026-05-09,Membership Billing,Chat,Medium,9.79,Yes,4,No
TKT00015220,CUST039858,2025-07-10,Cancellation Request,Social Media,Medium,13.58,Yes,4,No
TKT00005349,CUST033079,2026-05-17,Delivery Problem,Phone,Low,22.88,Yes,4,No
TKT00021573,CUST009556,2026-02-09,Refund Request,Chat,High,24.48,Yes,4,No
TKT00019404,CUST008684,2025-12-25,General Question,Email,High,12.03,Yes,4,No
TKT00002928,CUST044484,2025-09-01,Delivery Problem,Chat,Low,6.3,Yes,4,No
TKT00022427,CUST036145,2026-03-17,Refund Request,Chat,Medium,4.05,Yes,3,No
TKT00013487,CUST034622,2025-11-26,Account Access,Chat,Medium,4.83,Yes,3,No
TKT00011900,CUST012631,2025-09-15,Membership Billing,Phone,Medium,1.24,Yes,5,Yes
TKT00008435,CUST025437,2026-03-19,Prime Video Issue,Phone,Medium,7.6,Yes,5,No
TKT00007890,CUST032048,2026-03-27,Membership Billing,Chat,Low,10.97,Yes,4,No
TKT00011859,CUST003260,2025-11-18,General Question,Help Center,Medium,6.38,Yes,3,No
TKT00028940,CUST026045,2024-11-04,Payment Failure,Chat,Medium,8.07,Yes,4,No
TKT00030897,CUST022114,2025-05-05,Account Access,Chat,High,11.0,Yes,3,Yes
TKT00012354,CUST041153,2025-03-02,General Question,Chat,High,3.76,Yes,3,No
TKT00020133,CUST043431,2025-03-23,Prime Video Issue,Chat,Low,17.68,Yes,2,No
TKT00006367,CUST007804,2026-02-28,Cancellation Request,Social Media,High,4.35,Yes,4,No
TKT00032970,CUST008945,2026-04-07,Prime Video Issue,Chat,Medium,2.42,Yes,3,No
TKT00006160,CUST005192,2026-05-31,Cancellation Request,Chat,Medium,8.08,Yes,3,No
TKT00034674,CUST030364,2026-01-06,Prime Video Issue,Chat,High,1.23,Yes,4,No
TKT00007448,CUST033204,2025-12-27,Prime Video Issue,Chat,High,18.19,Yes,4,No
TKT00018558,CUST017480,2025-04-01,General Question,Social Media,Medium,9.29,Yes,3,No
TKT00020669,CUST013740,2026-04-26,Account Access,Chat,High,4.85,Yes,4,Yes
TKT00028872,CUST030555,2024-12-09,Membership Billing,Chat,Low,9.76,Yes,3,No
TKT00029520,CUST034079,2025-10-30,General Question,Email,High,2.6,Yes,2,No
TKT00028511,CUST013700,2025-11-14,Prime Video Issue,Help Center,Low,8.51,Yes,4,No
TKT00014557,CUST021932,2025-05-11,General Question,Email,Low,6.46,Yes,4,Yes
TKT00022405,CUST001453,2026-03-13,Membership Billing,Chat,Medium,16.88,Yes,3,No
TKT00010992,CUST014288,2026-05-20,Delivery Problem,Help Center,Low,20.75,Yes,4,Yes
TKT00019181,CUST044939,2026-06-18,Prime Video Issue,Chat,High,5.94,Yes,5,No
TKT00019806,CUST010463,2026-05-24,Delivery Problem,Chat,Low,2.68,Yes,3,No
TKT00023162,CUST022586,2025-07-29,Payment Failure,Help Center,High,8.62,Yes,4,No
TKT00006712,CUST036018,2025-04-07,Prime Video Issue,Chat,Medium,4.86,Yes,4,No
TKT00000950,CUST005167,2024-12-29,General Question,Chat,Low,4.67,Yes,3,No
TKT00021555,CUST006970,2026-05-20,General Question,Email,Medium,6.98,Yes,4,No
TKT00005737,CUST012646,2026-06-26,Membership Billing,Email,Medium,9.84,Yes,4,No
TKT00008609,CUST032079,2025-04-10,Prime Video Issue,Chat,Medium,2.81,Yes,4,No
TKT00006224,CUST023006,2026-02-08,Delivery Problem,Phone,Medium,6.22,Yes,4,No
TKT00033834,CUST004423,2025-11-10,Prime Video Issue,Chat,Medium,13.47,Yes,3,No
TKT00006407,CUST027679,2025-07-16,General Question,Social Media,Medium,11.87,Yes,3,No
TKT00010980,CUST019666,2025-09-01,Prime Video Issue,Email,Medium,30.74,Yes,4,No
TKT00028667,CUST005309,2024-12-12,Delivery Problem,Chat,Medium,13.47,Yes,2,No
TKT00033067,CUST034189,2026-02-27,Cancellation Request,Phone,Medium,18.44,Yes,3,No
TKT00024258,CUST012161,2025-06-25,Refund Request,Help Center,Low,5.66,Yes,3,No
TKT00028777,CUST047961,2026-05-12,Delivery Problem,Chat,Low,12.16,Yes,2,No
TKT00027631,CUST034289,2025-10-15,Delivery Problem,Help Center,Low,14.81,Yes,3,No
TKT00021564,CUST048303,2026-02-03,Account Access,Chat,High,12.56,Yes,3,No
TKT00025634,CUST042804,2026-05-06,Payment Failure,Chat,High,8.6,Yes,3,No
TKT00011200,CUST047885,2026-05-14,Membership Billing,Email,Low,16.22,Yes,4,No
TKT00021191,CUST000468,2026-05-16,Prime Video Issue,Phone,Medium,8.93,Yes,4,No
TKT00020053,CUST037543,2026-02-20,Refund Request,Chat,Low,29.71,Yes,2,No
TKT00029427,CUST047217,2025-10-12,Refund Request,Help Center,High,8.27,Yes,3,No
TKT00024131,CUST013182,2024-12-04,General Question,Social Media,Low,6.63,Yes,5,No
TKT00007191,CUST049731,2026-01-19,Account Access,Email,High,8.57,Yes,3,No
TKT00018270,CUST008479,2026-05-12,Refund Request,Phone,Low,21.67,Yes,4,No
TKT00005525,CUST028702,2025-08-19,Cancellation Request,Chat,Low,11.35,Yes,4,No
TKT00023381,CUST039763,2025-09-23,Delivery Problem,Chat,High,3.15,Yes,3,No
TKT00010988,CUST021452,2026-02-01,Cancellation Request,Email,Critical,6.52,Yes,2,No
TKT00021767,CUST049929,2026-05-23,Prime Video Issue,Help Center,High,4.54,Yes,4,No
TKT00007134,CUST004656,2025-12-06,Prime Video Issue,Phone,Medium,17.78,Yes,4,No
TKT00004615,CUST017046,2025-12-18,Prime Video Issue,Phone,Medium,19.44,Yes,4,No
TKT00026316,CUST047812,2026-03-28,Delivery Problem,Phone,Medium,8.04,Yes,3,No
TKT00000570,CUST028306,2026-06-25,General Question,Social Media,High,15.8,Yes,4,No
TKT00023955,CUST014116,2026-03-11,Membership Billing,Email,Low,12.57,Yes,4,No
TKT00013898,CUST027560,2026-03-13,General Question,Chat,Low,5.57,Yes,5,Yes
TKT00006617,CUST041367,2026-01-04,General Question,Help Center,Medium,11.46,Yes,3,No
TKT00020887,CUST022382,2025-03-18,Account Access,Email,High,1.08,Yes,4,Yes
TKT00011840,CUST024335,2026-06-13,Payment Failure,Phone,Medium,6.61,Yes,4,No
TKT00009520,CUST023875,2025-04-20,Payment Failure,Email,High,2.21,Yes,4,No
TKT00028865,CUST001813,2026-05-28,Cancellation Request,Help Center,Low,38.26,Yes,3,No
TKT00013133,CUST005083,2026-04-04,Prime Video Issue,Email,Low,40.71,Yes,3,No
TKT00012807,CUST009492,2025-07-18,Prime Video Issue,Chat,High,33.29,Yes,3,No
TKT00022893,CUST030025,2026-05-31,Account Access,Chat,Low,12.89,Yes,3,No
TKT00024920,CUST020163,2026-02-21,Cancellation Request,Phone,High,2.6,Yes,3,No
TKT00012243,CUST043347,2026-03-06,General Question,Social Media,Medium,8.08,Yes,3,No
TKT00016080,CUST046207,2026-02-04,Refund Request,Phone,Medium,14.47,Yes,4,No
TKT00005190,CUST032242,2025-11-22,Refund Request,Phone,Low,10.46,Yes,4,Yes
TKT00012921,CUST000440,2025-10-02,Membership Billing,Chat,High,0.87,Yes,3,No
TKT00015638,CUST048440,2026-06-13,Payment Failure,Chat,Low,35.84,Yes,4,No
TKT00025082,CUST035476,2025-07-17,Cancellation Request,Chat,High,5.8,Yes,4,No
TKT00017093,CUST029178,2025-08-24,Prime Video Issue,Phone,Medium,15.03,Yes,3,No
TKT00008566,CUST033485,2026-05-13,Delivery Problem,Chat,High,4.78,Yes,4,Yes
TKT00026343,CUST011450,2026-01-28,Account Access,Chat,High,9.3,Yes,4,Yes
TKT00011817,CUST040702,2026-05-08,Refund Request,Help Center,High,4.06,Yes,4,No
TKT00033318,CUST017274,2025-11-17,Prime Video Issue,Phone,High,1.25,Yes,4,No
TKT00026877,CUST040993,2026-01-16,Membership Billing,Social Media,Low,,No,,Yes
TKT00034298,CUST034054,2025-02-12,Account Access,Chat,High,3.82,Yes,3,No
TKT00022546,CUST015218,2026-06-30,General Question,Help Center,Medium,,No,,Yes
TKT00000202,CUST006962,2026-01-18,Prime Video Issue,Email,Low,7.11,Yes,5,No
TKT00031507,CUST014942,2026-05-26,Delivery Problem,Chat,Medium,,No,,No
TKT00024665,CUST032864,2026-06-14,Cancellation Request,Phone,Critical,9.8,Yes,3,No
TKT00016551,CUST035188,2026-05-01,Cancellation Request,Chat,Medium,18.25,Yes,3,No
TKT00008846,CUST001556,2025-06-01,Membership Billing,Social Media,High,5.2,Yes,3,No
TKT00024539,CUST043207,2026-03-29,Delivery Problem,Phone,Medium,,No,,No
TKT00001431,CUST009048,2026-05-17,Delivery Problem,Email,Medium,17.42,Yes,4,No
TKT00010651,CUST046361,2025-12-10,General Question,Phone,Medium,12.25,Yes,3,No
TKT00019102,CUST029466,2026-06-26,Refund Request,Chat,Medium,8.49,Yes,4,No
TKT00030352,CUST018542,2025-03-27,Account Access,Chat,Medium,54.0,Yes,2,No
TKT00014811,CUST025606,2026-05-04,Account Access,Chat,High,7.1,Yes,4,Yes
TKT00018450,CUST006659,2026-03-05,Payment Failure,Phone,Medium,,No,,No
TKT00000315,CUST046746,2026-05-05,Account Access,Email,Medium,6.92,Yes,4,No
TKT00025147,CUST012631,2026-05-19,Cancellation Request,Phone,High,8.23,Yes,3,No
TKT00000915,CUST047886,2025-06-02,Prime Video Issue,Chat,High,,No,,No
TKT00030023,CUST008008,2026-05-17,General Question,Phone,Medium,15.21,Yes,3,No
TKT00001439,CUST020985,2025-08-09,General Question,Email,Low,19.13,Yes,4,Yes
TKT00016523,CUST005112,2024-12-15,Delivery Problem,Chat,High,4.97,Yes,3,No
